Not in Core,Source,List,Name,Flavor,Category,Frequency,Tier,Tags,Action,Range,Range Details,Requirement,Trigger,Attack,Defense,Hit,Miss,Effect,Special,Boost,Key Ability,Secondary Ability,Tradition,Sources,Details,Maintain Action,Maintain Text
,Discipline,Radiant Dawn,Path of the Sun,"Coalesce the power of the sun into a powerful beam that washes over enemies and allies alike, leaving behind thousands of motes of light. ",Attack,Daily,25,"Divine, Fire, Focus, Radiant",Standard,Near,"wall 10, all enemies in the wall",,,Wisdom,Fortitude,3d8 + Wisdom modifier radiant and fire damage. ,,The wall persists until the end of your next turn. Allies that move through the wall only spend 1 movement for every 2 wall spaces moved through. Make the attack against any enemy that enters a wall space or ends its turn on a wall space. The wall persists until the end of your next turn.,,,,,,,,Swift,The wall persists until the end of your next turn. 
,Discipline,Radiant Dawn,Push the Advantage,"With the enemy defeated, you spur an ally towards further glory.",Attack,Daily,25,"Divine, Radiant, Weapon",Reaction,Near,"burst 10, one ally",,An ally reduces an enemy to 0 HP or below,,,,,"The triggering ally can immediately take a move action and a standard action, in either order. Also, if you spend a recovery all allies within range heal equal to your recovery value. ",,,,,,,,,
,Discipline,Radiant Dawn,Decree of Vengeance,You and your allies rise in revenge against your assailants.,Attack,Encounter,27,Divine,Standard,Near,"burst 5, all allies",,,,,,,"Each ally in range may make a basic attack. If they do so, they heal equal to their recovery value. ",,,,,,,,,
,Discipline,Radiant Dawn,Harsh Light of Day,"This attack brings with it a blast of light, making your enemies quail before the light of judgement.",Attack,Encounter,27,"Divine, Focus, Radiant",Standard,Ranged,"10, one enemy or square",,,Wisdom,Reflex,3d10 + Wisdom modifier radiant damage and the target is dazed until the end of your next turn.,,,"Attack ignores all penalties from cover, concealment, invisibility, etc. If you target a square, the attack is made against the nearest enemy to that square, whether or not you are able to target them or even know that they exist. ",,,,,,,,
,Discipline,Radiant Dawn,Judgement Day,,Attack,Daily,29,"Divine, Focus, Radiant",Standard,Far,"burst 2 within range 10, all enemies",,,Wisdom,Fortitude,3d8 + Wisdom modifier radiant damage and they are blinded (save ends). ,,Allies within the area heal equal to their recovery value. ,,,,,,,,,
,Discipline,Radiant Dawn,Tyrant’s End,This powerful blow brings the end to tyrant’s reigns. ,Attack,Daily,29,"Divine, Radiant, Weapon",Standard,Melee,"weapon, one creature",,,Wisdom,AC,6dW + Wisdom modifier radiant damage. ,,The creature loses all resistances and immunities until the end of your next turn. ,,,,,,,,,
,Discipline,Rapier’s Point,Chapter,,,,0,,,,,,,,,,,,,,Dexterity,Charisma,Martial,Exemplar (class),"You are a graceful, skilled duelist.

**Note:** Other than the powers of the Rapier’s Point and Blades in the Dark Discipline, the main ways to gain momentum are the features of the Exemplar class. Powers that involve momentum may be of limited use to non-Exemplars. 

If you do gain momentum from a power, the same rule for losing momentum applies as for the Exemplar: you lose it if you are hit by any attack. ",,
,Discipline,Rapier’s Point,Dance of Blades,,Attack,At-Will,1,"Martial, Weapon",Standard,Melee,"weapon, one target",,,Dexterity,AC,"1dW + Dexterity modifier and you swap places with the target.
*Level 21:* 2dW + Dexterity modifier damage.",,,,,,,,,,,
,Discipline,Rapier’s Point,Gentlefolk’s Challenge,,Attack,At-Will,1,"Martial, Weapon",Standard,Melee,"weapon, one target",,,Dexterity,AC,"1dW + Dexterity modifier damage.
*Level 21:* 2dW + Dexterity modifier damage.",,The target is marked.,,,,,,,,,
,Discipline,Rapier’s Point,Sure Thing,,Attack,Encounter,1,"Martial, Weapon",Standard,Melee,"weapon, one target",,,Dexterity +2,Reflex,1dW + Dexterity modifier damage.,,,,,,,,,,,
,Discipline,Rapier’s Point,Only Fooling,,Attack,Daily,1,"Martial, Weapon",Standard,Melee,"weapon, one target",,"You are prone, immobile, restrained, grappled or slowed.",Dexterity,Reflex,2dW + Dexterity modifier damage. ,,,"You lose one condition that triggers this power, or you stand up from prone. Move up to your speed before making your attack.",,,,,,,,
,Discipline,Rapier’s Point,Scornful Laugh,,Utility,Encounter,2,Martial,Reaction,Near,burst 10,,An enemy misses you with an attack.,,,,,The enemy takes a -4 penalty on attack rolls until the end of your next turn. ,,,,,,,,,
,Discipline,Rapier’s Point,Lunging Draw,,Attack,Encounter,3,"Martial, Weapon",Standard,Melee,"weapon +1 reach, one target",,,Dexterity,Will,2dW + Dexterity modifier damage and pull 1.,,,,,,,,,,,
,Discipline,Rapier’s Point,Calling Card,,Attack,Daily,5,"Martial, Weapon",Standard,Melee,"weapon, one target",,,Dexterity,AC,2dW + Dexterity modifier damage.,,"Until the end of your next turn, your allies get a +2 bonus on attack rolls against the target.",,,,,,,,Swift,The effect persists until the end of your next turn.
,Discipline,Rapier’s Point,Throw Off,,Utility,Daily,6,Martial,Swift,Near,"burst 5, one enemy",,,,,,,The target grants combat advantage until the end of your next turn. ,,,,,,,,,
,Discipline,Rapier’s Point,Through the Foot,,Attack,Encounter,7,"Martial, Weapon",Standard,Melee,"weapon, one target",,,Dexterity,AC,1dW + Dexterity modifier damage and the target is immobile until the end of your next turn. ,,,,,,,,,,,
,Discipline,Rapier’s Point,Certain Strike,,Attack,Daily,9,"Martial, Weapon",Standard,Melee,"weapon, one target",,,Dexterity,AC,"2dW + Dexterity modifier damage. On this attack, you can score a critical hit on a 16-20. ",This power is not expended. ,,,,,,,,,,
,Discipline,Rapier’s Point,Bravado,,Utility,Encounter,10,Martial,Counter,Self,,,,,,,,"An attack against your Fortitude, Reflex or Will is instead made against your Armor Class. ",,,,,,,,,
,Discipline,Rapier’s Point,Fend Off Horde,,Attack,Encounter,13,"Martial, Weapon",Standard,Near,"burst 1, all enemies",,,Dexterity,AC,2dW + Dexterity modifier damage and push a number of squares equal to your Charisma modifier. ,,,,"**Level 23** 3dW + Dexterity modifier damage, and the target is also knocked prone. ",,,,,,,
,Discipline,Rapier’s Point,Blur of Cloaks,,Attack,Daily,15,"Martial, Weapon",Standard,Melee,"weapon, one target",,,Dexterity,AC,3dW + Dexterity modifier damage.,,"Until the end of your next turn, the target cannot target you with attacks. Even its near and far attacks ignore you.",,,,,,,,,
,Discipline,Rapier’s Point,Harmless Misdirection,,Utility,Encounter,16,Martial,Reaction,Self,,,You miss with a melee attack. ,,,,,"You turn invisible until the end of your turn. 
*Lose momentum:* Until the start of your next turn. ",,,,,,,,,
,Discipline,Rapier’s Point,Press the Advantage,,Attack,Encounter,17,"Martial, Weapon",Standard,Melee,"weapon, one target",,,Dexterity,AC,1dW + Dexterity modifier damage and push 1. You shift 1. ,,"Make a secondary attack against the same target. 
*Secondary Attack:* Dexterity vs AC; 1dW + Dexterity modifier damage and push 1. You shift 1.",,"**Level 27** Do 2dW + Dexterity modifier damage with each attack, and you push and shift a number of squares equal to your Charisma modifier. ",,,,,,,
,Discipline,Rapier’s Point,Call Bid,,Attack,Daily,19,"Martial, Weapon",Standard,Melee,"weapon, one target",,,Dexterity,AC,2dW + Dexterity modifier damage.,,"Make a number of secondary attacks against the target equal to the number of times you declared that you would hit the target.
*Secondary Attack:* Dexterity vs AC. 2dW + Dexterity modifier damage.","Before you use this power, announce how many times you will hit the target, between one and five. You can make this many secondary attacks. Count up all hits (including from your primary attack). For each attack you are short your bid, your enemy can make that many basic attacks against you. ",,,,,,,,
,Discipline,Rapier’s Point,Rescuing Intercept,,Attack,Daily,19,"Focus, Martial",Standard,Melee,"weapon, one target",,,Dexterity,AC,3dW + Dexterity modifier damage.,,,"Before your attack, an ally within Near range 10 shifts squares equal to your Charisma modifier. Then you teleport into their original space. ",,,,,,,,
,Discipline,Rapier’s Point,Dodge with Panache,,Utility,Encounter,22,Martial,Counter,Self and allies,,,You are the target of an attack,,,,,"The attacker must roll twice against you and every ally who is a target of the attack, taking the lower result each time. ",,,,,,,,,
,Discipline,Rapier’s Point,Swift Riposte,,Utility,Daily,22,Martial,Swift,Self,,,,,,,,"Each time you are the target of an attack, you can make a basic melee or ranged attack against the attacker as an immediate (counter) action. This effect lasts until the end of your next turn.",,,,,,,,Swift,The effect persists until the end of your next turn.
,Discipline,Rapier’s Point,Lethal Misdirection,,Attack,Daily,25,"Martial, Weapon",Counter,Melee,"weapon, one target",,"An enemy makes an attack that includes you as a target, and at least one creature, not including that enemy, is adjacent to you and is not currently a target of the attack.",Dexterity,"AC, against the adjacent creature",3dW + Dexterity modifier damage.,,The enemy’s attack is resolved against the creature adjacent to you instead of you.,,,,,,,,,
,Discipline,Rapier’s Point,Deflect Attack,,Attack,Daily,29,"Martial, Weapon",Counter,Melee,"weapon, one target",,An enemy in reach targets you with an attack.,Dexterity,AC,3dW + Dexterity modifier damage and the attack misses.,Your attack does half damage. Resolve the enemy’s attack normally,,,,,,,,,,
,Discipline,Red in Tooth and Claw,Chapter,,,,0,,,,,,,,,,,,,,Constitution,Wisdom,Spirit,"Sylvan (class), Eats Monster Hearts, Takes Bestial Form (kits)","You can take the form of wild beasts, or take on their characteristics while keeping your own form.

**Note:** See the Tags rules for details on how Form and Wild Shape tagged powers work. 

<figure><img src=""pics\LuigiCastellani_WERELEOPARD.png"" alt=""Wereleopard by Luigi Castellani"" style=""zoom: 100%;"" /><figcaption>Wereleopard by Luigi Castellani</figcaption></figure>",,
,Discipline,Red in Tooth and Claw,Blood Lust,,Attack,At-Will,1,"Focus, Spirit, Wild Shape",Standard,Melee,"1, one enemy",,,Constitution,AC,"1d8 + Constitution modifier damage, and you gain temporary hit points equal to your Wisdom modifier.  
*Level 21:* 2d8 + Constitution modifier damage, and you gain temporary hit points equal to double your Wisdom modifier.",,,Can be used as a basic melee attack. ,,,,,,,,
,Discipline,Red in Tooth and Claw,Bob and Weave,You bob and weave through combat with the grace of a cat.,Attack,At-Will,1,"Focus, Spirit, Wild Shape",Standard,Melee,"1, one enemy",,,Constitution,AC,"1d6 + Constitution modifier damage, and you shift 1 square.
*Level 21:* 2d6 + Constitution modifier damage.
",,,Can be used as a basic melee attack. ,,,,,,,,
,Discipline,Red in Tooth and Claw,Drag Down,,Attack,At-Will,1,"Focus, Spirit, Wild Shape",Standard,Melee,"1, one enemy",,,Constitution,AC,"1d8 + Constitution modifier damage, and the target falls prone. 
*Level 21:* 2d8 + Constitution modifier damage.",,,Can be used as a basic melee attack. ,,,,,,,,
,Discipline,Red in Tooth and Claw,Knockback,,Attack,At-Will,1,"Focus, Spirit, Wild Shape",Standard,Melee,"1, one enemy",,,Constitution,AC,"1d8 + Constitution modifier damage and the target is pushed 1.  
*Level 21:* 2d8 + Constitution modifier damage and the target is pushed a number of squares equal to your Wisdom modifier.",,,Can be used as a basic melee attack. ,,,,,,,,
,Discipline,Red in Tooth and Claw,Mad Rush,,Attack,At-Will,1,"Focus, Spirit, Wild Shape",Standard,Melee,"1, one enemy",,,Constitution,AC,"1d8 + Constitution modifier damage.  
*Level 21:* 2d8 + Constitution modifier damage.",,,"If used as part of a charge, increase your speed by 2 for the charge and do additional damage equal to your Wisdom modifier. 
Can be used as a basic melee attack. ",,,,,,,,
,Discipline,Red in Tooth and Claw,Powerful Swipe,,Attack,At-Will,1,"Focus, Spirit, Wild Shape",Standard,Melee,"1, one enemy",,,Constitution,AC,"1d12 + Constitution modifier damage. 
*Level 21:* 2d12 + Constitution modifier damage.",,,Can be used as a basic melee attack. ,,,,,,,,
